fecha,precio_real,pred_base,pred_sentiment,error_base,error_sentiment
2025-08-27,3395.4649999999997,2782.199,2575.3113,613.2660253906247,820.1537207031247
2025-08-28,3414.5079999999994,2785.9536,2577.8306,628.5543867187494,836.6774335937494
2025-08-29,3446.8049999999994,2791.0479,2580.0598,655.7571484374994,866.7451855468744
2025-08-30,3446.8049999999994,2798.7588,2583.5137,648.0462109374994,863.2913281249994
2025-08-31,3447.6849999999995,2802.9966,2586.7832,644.6884179687495,860.9017968749995
2025-09-01,3478.965,2807.483,2589.0989,671.4820898437501,889.8661230468751
2025-09-02,3529.6979999999994,2814.0984,2592.626,715.5996113281244,937.0720234374994
2025-09-03,3560.1749999999997,2824.6685,2597.5825,735.5065429687497,962.5924804687497
2025-09-04,3552.4149999999995,2836.4688,2603.608,715.9462499999995,948.8070898437495
2025-09-05,3585.1949999999997,2842.1096,2608.1597,743.0853808593747,977.0353320312497
2025-09-07,3590.798,2848.8953,2612.5781,741.9027363281248,978.2198749999998
2025-09-08,3634.735,2853.5134,2615.8718,781.2215722656251,1018.8631738281251
2025-09-09,3633.355,2860.3628,2619.1262,772.99220703125,1014.228779296875
2025-09-10,3644.685,2865.359,2622.6526,779.32611328125,1022.032412109375
2025-09-11,3631.5949999999993,2868.9365,2625.5845,762.6584765624993,1006.0105273437493
2025-09-12,3642.6349999999998,2868.6611,2627.0122,773.9738671874998,1015.6227929687498
2025-09-14,3637.965,2869.1204,2628.2834,768.8446386718751,1009.6815527343751
2025-09-15,3676.5979999999995,2868.6074,2628.7368,807.9905781249995,1047.8611835937495
2025-09-16,3694.085,2871.6597,2629.4663,822.42533203125,1064.61869140625
2025-09-17,3668.748,2876.5286,2631.364,792.219435546875,1037.383986328125
2025-09-18,3639.8950000000004,2876.8103,2631.9062,763.0846972656254,1007.9887500000004
2025-09-19,3684.489,2872.716,2630.5837,811.772935546875,1053.905259765625
2025-09-22,3747.5980000000004,2873.2212,2629.95,874.3768085937504,1117.6480488281254
2025-09-23,3763.535,2880.8127,2632.307,882.7222558593749,1131.2281152343749
2025-09-24,3742.8149999999996,2889.5396,2636.6624,853.2754492187496,1106.1526464843746
2025-09-25,3744.4750000000004,2892.82,2639.7173,851.6549316406254,1104.7577148437504
2025-09-26,3759.0049999999997,2893.939,2641.2683,865.0660351562497,1117.7366894531247
2025-09-28,3766.648,2895.4512,2642.421,871.1968281250001,1124.2271015625001
2025-09-29,3832.6549999999997,2896.6562,2643.1892,935.9987499999997,1189.4657910156247
2025-09-30,3862.7649999999994,2903.274,2645.664,959.4910742187494,1217.1009374999994
2025-10-01,3863.165,2910.5334,2649.1594,952.631552734375,1214.005576171875
2025-10-02,3862.145,2916.791,2653.616,945.353984375,1208.529033203125
2025-10-03,3886.825,2919.5667,2656.6042,967.2583496093748,1230.2207519531248
2025-10-04,3886.825,2922.4475,2658.6882,964.3774902343748,1228.1367675781248
2025-10-06,3969.248,2922.7615,2660.2083,1046.486525390625,1309.039748046875
2025-10-07,3994.1449999999995,2931.0596,2663.4902,1063.0854296874995,1330.6547656249995
2025-10-08,4011.4649999999997,2939.5413,2667.3206,1071.9237402343747,1344.1444433593747
2025-10-09,3989.5479999999993,2948.162,2671.3352,1041.3858906249993,1318.2127949218743
2025-10-10,4017.8449999999993,2950.3193,2673.5583,1067.5256640624993,1344.2866503906243
2025-10-11,4017.8449999999993,2951.6619,2675.1543,1066.1831347656243,1342.6907031249993
2025-10-12,4034.7050000000004,2950.3894,2675.0955,1084.3155957031254,1359.6095410156254
2025-10-13,4127.798,2951.9937,2676.0874,1175.8043476562498,1451.7105976562498
2025-10-14,4161.325,2960.7803,2678.9592,1200.5447265624998,1482.3657714843748
